"Node_Id:ID(Node)",":LABEL","name","tokens","documentation","Project"
"0","Project","AndResGuard","AndResGuard","None"
"2880","Field","reader","None","None"
"2881","Field","out","None","None"
"2882","Field","tableProguardMap","None","None"
"2883","Field","type","None","None"
"2884","Field","chunkSize","None","None"
"2885","Field","stringCount","None","None"
"2886","Field","styleOffsetCount","None","None"
"2887","Field","flags","None","None"
"2888","Field","stringsOffset","None","None"
"2889","Field","stylesOffset","None","None"
"2890","Field","block","None","None"
"2891","Field","size","None","None"
"2892","Field","size","None","None"
"2893","Field","totalSize","None","None"
"2894","Field","strings","None","None"
"2895","Field","stringOffsets","None","None"
"2896","Field","offset","None","None"
"2897","Field","i","None","None"
"2898","Field","copyLen","None","None"
"2899","Field","name","None","None"
"2900","Field","tempByte","None","None"
"2901","Field","tempByte","None","None"
"2902","Field","size","None","None"
"2903","Field","add","None","None"
"2904","Method","writeAll","public static void writeAll(ExtDataInput reader, ExtDataOutput out) throws IOException {
    out.writeCheckChunkTypeInt(reader, CHUNK_STRINGPOOL_TYPE, CHUNK_NULL_TYPE);
    int chunkSize = reader.readInt();
    out.writeInt(chunkSize);
    out.writeBytes(reader, chunkSize - 8);
  }","Reads whole (including chunk type) string block from stream. Stream must be at the chunk type"
"2905","Field","reader","None","None"
"2906","Field","out","None","None"
"2907","Field","chunkSize","None","None"
"2908","Method","getUtf8","private static final int[] getUtf8(byte[] array, int offset) {
    int val = array[offset];
    int length;
    // We skip the utf16 length of the string
    if ((val & 0x80) != 0) {
      offset += 2;
    } else {
      offset += 1;
    }
    // And we read only the utf-8 encoded length of the string
    val = array[offset];
    offset += 1;
    if ((val & 0x80) != 0) {
      int low = (array[offset] & 0xFF);
      length = ((val & 0x7F) << 8) + low;
      offset += 1;
    } else {
      length = val;
    }
    return new int[] { offset, length };
  }","None"
"2909","Field","array","None","None"
"2910","Field","offset","None","None"
"2911","Field","val","None","None"
"2912","Field","length","None","None"
"2913","Field","low","None","None"
"2914","Method","getUtf16","private static final int[] getUtf16(byte[] array, int offset) {
    int val = ((array[offset + 1] & 0xFF) << 8 | array[offset] & 0xFF);

    if ((val & 0x8000) != 0) {
      int high = (array[offset + 3] & 0xFF) << 8;
      int low = (array[offset + 2] & 0xFF);
      int len_value = ((val & 0x7FFF) << 16) + (high + low);
      return new int[] { 4, len_value * 2 };
    }
    return new int[] { 2, val * 2 };
  }","None"
"2915","Field","array","None","None"
"2916","Field","offset","None","None"
"2917","Field","val","None","None"
"2918","Field","high","None","None"
"2919","Field","low","None","None"
"2920","Field","len_value","None","None"
"2921","Method","getShort","private static final int getShort(byte[] array, int offset) {
    return (array[offset + 1] & 0xff) << 8 | array[offset] & 0xff;
  }","None"
"2922","Field","array","None","None"
"2923","Field","offset","None","None"
"2924","Method","writeShort","private static final void writeShort(byte[] array, int offset, short value) {
    array[offset] = (byte) (0xFF & value);
    array[offset + 1] = (byte) (0xFF & (value >> 8));
  }","None"
"2925","Field","array","None","None"
"2926","Field","offset","None","None"
"2927","Field","value","None","None"
"2928","Method","getShort","private static final int getShort(int[] array, int offset) {
    int value = array[offset / 4];
    if ((offset % 4) / 2 == 0) {
      return (value & 0xFFFF);
    } else {
      return (value >>> 16);
    }
  }","None"
"2929","Field","array","None","None"
"2930","Field","offset","None","None"
"2931","Field","value","None","None"
"2932","Method","getCount","public int getCount() {
    return m_stringOffsets != null ? m_stringOffsets.length : 0;
  }","Returns number of strings in block"
"2933","Method","getString","public String getString(int index) {
    if (index < 0 || m_stringOffsets == null || index >= m_stringOffsets.length) {
      return null;
    }
    int offset = m_stringOffsets[index];
    int length;

    if (m_isUTF8) {
      int[] val = getUtf8(m_strings, offset);
      offset = val[0];
      length = val[1];
    } else {
      int[] val = getUtf16(m_strings, offset);
      offset += val[0];
      length = val[1];
    }
    return decodeString(offset, length);
  }","Returns raw string (without any styling information) at specified index"
"2934","Field","index","None","None"
"2935","Field","offset","None","None"
"2936","Field","length","None","None"
"2937","Field","val","None","None"
"2938","Field","val","None","None"
"2939","Method","get","public CharSequence get(int index) {
    return getString(index);
  }","Not yet implemented. Returns string with style information (if any)"
"2940","Field","index","None","None"
"2941","Method","find","public int find(String string) {
    if (string == null) {
      return -1;
    }
    for (int i = 0; i != m_stringOffsets.length; ++i) {
      int offset = m_stringOffsets[i];
      int length = getShort(m_strings, offset);
      if (length != string.length()) {
        continue;
      }
      int j = 0;
      for (; j != length; ++j) {
        offset += 2;
        if (string.charAt(j) != getShort(m_strings, offset)) {
          break;
        }
      }
      if (j == length) {
        return i;
      }
    }
    return -1;
  }","Finds index of the string. Returns -1 if the string was not found"
"2942","Field","string","None","None"
"2943","Field","offset","None","None"
"2944","Field","length","None","None"
"2945","Field","j","None","None"
"2946","Method","decodeString","private String decodeString(int offset, int length) {
    try {
      return (m_isUTF8 ? UTF8_DECODER : UTF16LE_DECODER).decode(ByteBuffer.wrap(m_strings, offset, length)).toString();
    } catch (CharacterCodingException ex) {
      LOGGER.log(Level.WARNING, null, ex);
      return null;
    }
  }","None"
"2947","Field","offset","None","None"
"2948","Field","length","None","None"
"2949","Class","RawARSCDecoder","RawARSCDecoder","，！"
"2950","Field","ENTRY_FLAG_COMPLEX","None","None"
"2951","Field","ENTRY_FLAG_PUBLIC","None","None"
"2952","Field","ENTRY_FLAG_WEAK","None","None"
"2953","Field","LOGGER","None","None"
"2954","Field","KNOWN_CONFIG_BYTES","None","None"
"2955","Field","mExistTypeNames","None","None"
"2956","Field","mCountIn","None","None"
"2957","Field","mIn","None","None"
"2958","Field","mHeader","None","None"
"2959","Field","mTypeNames","None","None"
"2960","Field","mSpecNames","None","None"
"2961","Field","mPkg","None","None"
"2962","Field","mType","None","None"
"2963","Field","mTypeIdOffset","None","None"
"2964","Field","mCurTypeID","None","None"
"2965","Field","mPkgs","None","None"
"2966","Field","mResId","None","None"
"2967","Field","arscStream","None","None"
"2968","Field","arscStream","None","None"
"2969","Field","decoder","None","None"
"2970","Field","type","None","None"
"2971","Field","packageCount","None","None"
"2972","Field","packages","None","None"
"2973","Field","id","None","None"
"2974","Field","name","None","None"
"2975","Field","splitHeaderSize","None","None"
"2976","Field","libraryCount","None","None"
"2977","Field","packageId","None","None"
"2978","Field","packageName","None","None"
"2979","Field","id","None","None"
"2980","Field","entryCount","None","None"
"2981","Field","typeId","None","None"
"2982","Field","typeFlags","None","None"
"2983","Field","entryCount","None","None"
"2984","Field","entriesStart","None","None"
"2985","Field","entryOffsets","None","None"
"2986","Field","flags","None","None"
"2987","Field","specNamesId","None","None"
"2988","Field","readDirect","None","None"
"2989","Field","flags","None","None"
"2990","Field","specNamesId","None","None"
"2991","Field","parent","None","None"
"2992","Field","count","None","None"
"2993","Field","flags","None","None"
"2994","Field","specNamesId","None","None"
"2995","Field","type","None","None"
"2996","Field","data","None","None"
"2997","Field","read","None","None"
"2998","Field","size","None","None"
"2999","Field","isInvalid","None","None"
"3000","Field","mcc","None","None"
"3001","Field","mnc","None","None"
"3002","Field","language","None","None"
"3003","Field","country","None","None"
"3004","Field","orientation","None","None"
"3005","Field","touchscreen","None","None"
"3006","Field","density","None","None"
"3007","Field","keyboard","None","None"
"3008","Field","navigation","None","None"
"3009","Field","inputFlags","None","None"
"3010","Field","screenWidth","None","None"
"3011","Field","screenHeight","None","None"
"3012","Field","sdkVersion","None","None"
"3013","Field","screenLayout","None","None"
"3014","Field","uiMode","None","None"
"3015","Field","smallestScreenWidthDp","None","None"
"3016","Field","screenWidthDp","None","None"
"3017","Field","screenHeightDp","None","None"
"3018","Field","localeScript","None","None"
"3019","Field","localeVariant","None","None"
"3020","Field","screenLayout2","None","None"
"3021","Field","exceedingSize","None","None"
"3022","Field","buf","None","None"
"3023","Field","exceedingBI","None","None"
"3024","Field","remainingSize","None","None"
"3025","Field","length","None","None"
"3026","Field","string","None","None"
"3027","Field","ch","None","None"
"3028","Field","expectedType","None","None"
"3029","Field","expectedType","None","None"
"3030","Field","type","None","None"
"3031","Field","name","None","None"
"3032","Field","names","None","None"
"3033","Field","TYPE_NONE","None","None"
"3034","Field","TYPE_TABLE","None","None"
"3035","Field","TYPE_PACKAGE","None","None"
"3036","Field","TYPE_TYPE","None","None"
"3037","Field","TYPE_SPEC_TYPE","None","None"
"3038","Field","TYPE_LIBRARY","None","None"
"3039","Field","type","None","None"
"3040","Field","headerSize","None","None"
"3041","Field","chunkSize","None","None"
"3042","Field","startPosition","None","None"
"3043","Field","endPosition","None","None"
"3044","Field","type","None","None"
"3045","Field","headerSize","None","None"
"3046","Field","chunkSize","None","None"
"3047","Field","headerStart","None","None"
"3048","Field","in","None","None"
"3049","Field","countIn","None","None"
"3050","Field","type","None","None"
"3051","Field","start","None","None"
"3052","Field","offset","None","None"
"3053","Field","count","None","None"
"3054","Field","offset","None","None"
"3055","Field","count","None","None"
"3056","Method","decode","public static ResPackage[] decode(InputStream arscStream) throws AndrolibException {
    try {
      RawARSCDecoder decoder = new RawARSCDecoder(arscStream);
      System.out.printf(""parse to get the exist names in the resouces.arsc first\n"");
      return decoder.readTable();
    } catch (IOException ex) {
      throw new AndrolibException(""Could not decode arsc file"", ex);
    }
  }","None"
"3057","Field","arscStream","None","None"
"3058","Field","decoder","None","None"
"3059","Method","getExistTypeSpecNameStrings","public static Set<String> getExistTypeSpecNameStrings(int type) {
    return mExistTypeNames.get(type);
  }","None"
"3060","Field","type","None","None"
"3061","Method","readTable","private ResPackage[] readTable() throws IOException, AndrolibException {
    nextChunkCheckType(Header.TYPE_TABLE);
    int packageCount = mIn.readInt();
    StringBlock.read(mIn);
    ResPackage[] packages = new ResPackage[packageCount];
    nextChunk();
    for (int i = 0; i < packageCount; i++) {
      packages[i] = readTablePackage();
    }
    return packages;
  }","None"
"3062","Field","packageCount","None","None"
"3063","Field","packages","None","None"
"3064","Method","readTablePackage","private ResPackage readTablePackage() throws IOException, AndrolibException {
    checkChunkType(Header.TYPE_PACKAGE);
    int id = mIn.readInt();
    String name = mIn.readNullEndedString(128, true);
    /* typeNameStrings */
    mIn.skipInt();
    /* typeNameCount */
    mIn.skipInt();
    /* specNameStrings */
    mIn.skipInt();
    /* specNameCount */
    mIn.skipInt();

    // TypeIdOffset was added platform_frameworks_base/@f90f2f8dc36e7243b85e0b6a7fd5a590893c827e
    // which is only in split/new applications.
    int splitHeaderSize = (2 + 2 + 4 + 4 + (2 * 128) + (4 * 5)); // short, short, int, int, char[128], int * 4
    if (mHeader.headerSize == splitHeaderSize) {
      mTypeIdOffset = mIn.readInt();
    }

    mTypeNames = StringBlock.read(mIn);
    mSpecNames = StringBlock.read(mIn);
    mResId = id << 24;
    mPkg = new ResPackage(id, name);
    nextChunk();
    while (mHeader.type == Header.TYPE_LIBRARY) {
      readLibraryType();
    }
    while (mHeader.type == Header.TYPE_SPEC_TYPE) {
      readTableTypeSpec();
    }

    return mPkg;
  }","None"
"3065","Field","id","None","None"
"3066","Field","name","None","None"
"3067","Field","splitHeaderSize","None","None"
"3068","Method","readLibraryType","private void readLibraryType() throws AndrolibException, IOException {
    checkChunkType(Header.TYPE_LIBRARY);
    int libraryCount = mIn.readInt();

    int packageId;
    String packageName;

    for (int i = 0; i < libraryCount; i++) {
      packageId = mIn.readInt();
      packageName = mIn.readNullEndedString(128, true);
      System.out.printf(""Decoding Shared Library (%s), pkgId: %d\n"", packageName, packageId);
    }

    nextChunk();
    while (mHeader.type == Header.TYPE_TYPE) {
      readTableTypeSpec();
    }
  }","None"
"3069","Field","libraryCount","None","None"
"3070","Field","packageId","None","None"
"3071","Field","packageName","None","None"
"3072","Method","readTableTypeSpec","private void readTableTypeSpec() throws AndrolibException, IOException {
    readSingleTableTypeSpec();

    nextChunk();
    while (mHeader.type == Header.TYPE_SPEC_TYPE) {
      readSingleTableTypeSpec();
      nextChunk();
    }
    while (mHeader.type == Header.TYPE_TYPE) {
      readConfig();
      nextChunk();
    }
  }","None"
"3073","Method","readSingleTableTypeSpec","private void readSingleTableTypeSpec() throws AndrolibException, IOException {
    checkChunkType(Header.TYPE_SPEC_TYPE);
    int id = mIn.readUnsignedByte();
    mIn.skipBytes(3);
    int entryCount = mIn.readInt();

    /* flags */
    mIn.skipBytes(entryCount * 4);

    mCurTypeID = id;
    mResId = (0xff000000 & mResId) | id << 16;
    mType = new ResType(mTypeNames.getString(id - 1), mPkg);
  }","None"
"3074","Field","id","None","None"
"3075","Field","entryCount","None","None"
"3076","Method","readConfig","private void readConfig() throws IOException, AndrolibException {
    checkChunkType(Header.TYPE_TYPE);
    int typeId = mIn.readUnsignedByte() - mTypeIdOffset;

    int typeFlags = mIn.readByte();
    /* reserved */
    mIn.skipBytes(2);

    int entryCount = mIn.readInt();
    int entriesStart = mIn.readInt();
    readConfigFlags();
    int[] entryOffsets = mIn.readIntArray(entryCount);
    for (int i = 0; i < entryOffsets.length; i++) {
      if (entryOffsets[i] != -1) {
        mResId = (mResId & 0xffff0000) | i;
        readEntry();
      }
    }
  }","None"
"3077","Field","typeId","None","None"
"3078","Field","typeFlags","None","None"
"3079","Field","entryCount","None","None"
"3080","Field","entriesStart","None","None"
"3081","Field","entryOffsets","None","None"
"3082","Method","readEntry","private void readEntry() throws IOException, AndrolibException {
    /* size */
    mIn.skipBytes(2);
    short flags = mIn.readShort();
    int specNamesId = mIn.readInt();
    putTypeSpecNameStrings(mCurTypeID, mSpecNames.getString(specNamesId));
    boolean readDirect = false;
    if ((flags & ENTRY_FLAG_COMPLEX) == 0) {
      readDirect = true;
      readValue(readDirect, specNamesId);
    } else {
      readDirect = false;
      readComplexEntry(readDirect, specNamesId);
    }
  }","，id"
"3083","Field","flags","None","None"
"3084","Field","specNamesId","None","None"
"3085","Field","readDirect","None","None"
"3086","Method","readComplexEntry","private void readComplexEntry(boolean flags, int specNamesId) throws IOException, AndrolibException {
    int parent = mIn.readInt();
    int count = mIn.readInt();
    for (int i = 0; i < count; i++) {
      mIn.readInt();
      readValue(flags, specNamesId);
    }
  }","None"
"3087","Field","flags","None","None"
"3088","Field","specNamesId","None","None"
"3089","Field","parent","None","None"
"3090","Field","count","None","None"
"3091","Method","readValue","private void readValue(boolean flags, int specNamesId) throws IOException, AndrolibException {
    /* size */
    mIn.skipCheckShort((short) 8);
    /* zero */
    mIn.skipCheckByte((byte) 0);
    byte type = mIn.readByte();
    int data = mIn.readInt();
  }","None"
"3092","Field","flags","None","None"
"3093","Field","specNamesId","None","None"
"3094","Field","type","None","None"
"3095","Field","data","None","None"
"3096","Method","readConfigFlags","private void readConfigFlags() throws IOException, AndrolibException {
    int read = 28;
    int size = mIn.readInt();
    if (size < 28) {
      throw new AndrolibException(""Config size < 28"");
    }

    boolean isInvalid = false;
    short mcc = mIn.readShort();
    short mnc = mIn.readShort();
    char[] language = new char[] { (char) mIn.readByte(), (char) mIn.readByte() };
    char[] country = new char[] { (char) mIn.readByte(), (char) mIn.readByte() };
    byte orientation = mIn.readByte();
    byte touchscreen = mIn.readByte();
    int density = mIn.readUnsignedShort();
    byte keyboard = mIn.readByte();
    byte navigation = mIn.readByte();
    byte inputFlags = mIn.readByte();
    /* inputPad0 */
    mIn.skipBytes(1);

    short screenWidth = mIn.readShort();
    short screenHeight = mIn.readShort();

    short sdkVersion = mIn.readShort();
    /* minorVersion, now must always be 0 */
    mIn.skipBytes(2);

    byte screenLayout = 0;
    byte uiMode = 0;
    short smallestScreenWidthDp = 0;

    if (size >= 32) {
      screenLayout = mIn.readByte();
      uiMode = mIn.readByte();
      smallestScreenWidthDp = mIn.readShort();
      read = 32;
    }

    short screenWidthDp = 0;
    short screenHeightDp = 0;
    if (size >= 36) {
      screenWidthDp = mIn.readShort();
      screenHeightDp = mIn.readShort();
      read = 36;
    }

    char[] localeScript = null;
    char[] localeVariant = null;
    if (size >= 48) {
      localeScript = readScriptOrVariantChar(4).toCharArray();
      localeVariant = readScriptOrVariantChar(8).toCharArray();
      read = 48;
    }

    byte screenLayout2 = 0;
    if (size >= 52) {
      screenLayout2 = mIn.readByte();
      mIn.skipBytes(3); // reserved padding
      read = 52;
    }

    if (size >= 56) {
      mIn.skipBytes(4);
      read = 56;
    }

    if (size >= 64) {
      mIn.skipBytes(8);
      read = 64;
    }

    int exceedingSize = size - KNOWN_CONFIG_BYTES;
    if (exceedingSize > 0) {
      byte[] buf = new byte[exceedingSize];
      mIn.readFully(buf);
      BigInteger exceedingBI = new BigInteger(1, buf);

      if (exceedingBI.equals(BigInteger.ZERO)) {
        LOGGER.fine(String.format(""Config flags size > %d, but exceeding bytes are all zero, so it should be ok."",
            KNOWN_CONFIG_BYTES
        ));
      } else {
        LOGGER.warning(String.format(""Config flags size > %d. Exceeding bytes: 0x%X."",
            KNOWN_CONFIG_BYTES,
            exceedingBI
        ));
      }
    } else {
      int remainingSize = size - read;
      if (remainingSize > 0) {
        mIn.skipBytes(remainingSize);
      }
    }
  }","None"
"3097","Field","read","None","None"
"3098","Field","size","None","None"
"3099","Field","isInvalid","None","None"
"3100","Field","mcc","None","None"
"3101","Field","mnc","None","None"
"3102","Field","language","None","None"
"3103","Field","country","None","None"
"3104","Field","orientation","None","None"
"3105","Field","touchscreen","None","None"
"3106","Field","density","None","None"
"3107","Field","keyboard","None","None"
"3108","Field","navigation","None","None"
"3109","Field","inputFlags","None","None"
"3110","Field","screenWidth","None","None"
"3111","Field","screenHeight","None","None"
"3112","Field","sdkVersion","None","None"
"3113","Field","screenLayout","None","None"
"3114","Field","uiMode","None","None"
"3115","Field","smallestScreenWidthDp","None","None"
"3116","Field","screenWidthDp","None","None"
"3117","Field","screenHeightDp","None","None"
"3118","Field","localeScript","None","None"
"3119","Field","localeVariant","None","None"
"3120","Field","screenLayout2","None","None"
"3121","Field","exceedingSize","None","None"
"3122","Field","buf","None","None"
"3123","Field","exceedingBI","None","None"
"3124","Field","remainingSize","None","None"
"3125","Method","readScriptOrVariantChar","private String readScriptOrVariantChar(int length) throws AndrolibException, IOException {
    StringBuilder string = new StringBuilder(16);

    while (length-- != 0) {
      short ch = mIn.readByte();
      if (ch == 0) {
        break;
      }
      string.append((char) ch);
    }
    mIn.skipBytes(length);

    return string.toString();
  }","None"
"3126","Field","length","None","None"
"3127","Field","string","None","None"
"3128","Field","ch","None","None"
"3129","Method","nextChunk","private Header nextChunk() throws IOException {
    return mHeader = Header.read(mIn, mCountIn);
  }","None"
"3130","Method","checkChunkType","private void checkChunkType(int expectedType) throws AndrolibException {
    if (mHeader.type != expectedType) {
      throw new AndrolibException(String.format(""Invalid chunk type: expected=0x%08x, got=0x%08x"",
          expectedType,
          mHeader.type
      ));
    }
  }","None"
"3131","Field","expectedType","None","None"
"3132","Method","nextChunkCheckType","private void nextChunkCheckType(int expectedType) throws IOException, AndrolibException {
    nextChunk();
    checkChunkType(expectedType);
  }","None"
"3133","Field","expectedType","None","None"
"3134","Method","putTypeSpecNameStrings","private void putTypeSpecNameStrings(int type, String name) {
    Set<String> names = mExistTypeNames.get(type);
    if (names == null) {
      names = new HashSet<>();
    }
    names.add(name);
    mExistTypeNames.put(type, names);
  }","None"
"3135","Field","type","None","None"
"3136","Field","name","None","None"
"3137","Field","names","None","None"
"3138","Class","Header","Header","None"
"3139","Field","TYPE_NONE","None","None"
"3140","Field","TYPE_TABLE","None","None"
"3141","Field","TYPE_PACKAGE","None","None"
"3142","Field","TYPE_TYPE","None","None"
"3143","Field","TYPE_SPEC_TYPE","None","None"
"3144","Field","TYPE_LIBRARY","None","None"
"3145","Field","type","None","None"
"3146","Field","headerSize","None","None"
"3147","Field","chunkSize","None","None"
"3148","Field","startPosition","None","None"
"3149","Field","endPosition","None","None"
"3150","Field","type","None","None"
"3151","Field","headerSize","None","None"
"3152","Field","chunkSize","None","None"
"3153","Field","headerStart","None","None"
"3154","Field","in","None","None"
"3155","Field","countIn","None","None"
"3156","Field","type","None","None"
"3157","Field","start","None","None"
"3158","Method","read","public static Header read(ExtDataInput in, CountingInputStream countIn) throws IOException {
      short type;
      int start = countIn.getCount();
      try {
        type = in.readShort();
      } catch (EOFException ex) {
        return new Header(TYPE_NONE, 0, 0, countIn.getCount());
      }
      return new Header(type, in.readShort(), in.readInt(), start);
    }","None"
"3159","Field","in","None","None"
"3160","Field","countIn","None","None"
"3161","Field","type","None","None"
"3162","Field","start","None","None"
"3163","Class","FlagsOffset","FlagsOffset","None"
"3164","Field","offset","None","None"
"3165","Field","count","None","None"
"3166","Field","offset","None","None"
"3167","Field","count","None","None"
"3168","Package","com.tencent.mm.androlib.res.data","com.tencent.mm.androlib.res.data","None"
"3169","Class","ResPackage","ResPackage","None"
"3170","Field","mName","None","None"
"3171","Field","mSpecNamesReplace","None","None"
"3172","Field","mSpecNamesBlock","None","None"
"3173","Field","mCanProguard","None","None"
"3174","Field","id","None","None"
"3175","Field","name","None","None"
"3176","Field","set","None","None"
"3177","Field","resID","None","None"
"3178","Field","resID","None","None"
"3179","Field","resID","None","None"
"3180","Field","value","None","None"
"3181","Field","specName","None","None"
"3182","Field","value","None","None"
"3183","Field","values","None","None"
"3184","Method","isCanResguard","public boolean isCanResguard() {
    return mCanProguard;
  }","None"
"3185","Method","setCanResguard","public void setCanResguard(boolean set) {
    mCanProguard = set;
  }","None"
"3186","Field","set","None","None"
"3187","Method","hasSpecRepplace","public boolean hasSpecRepplace(String resID) {
    return mSpecNamesReplace.containsKey(resID);
  }","None"
"3188","Field","resID","None","None"
"3189","Method","getSpecRepplace","public String getSpecRepplace(int resID) {
    return mSpecNamesReplace.get(resID);
  }","None"
"3190","Field","resID","None","None"
"3191","Method","putSpecNamesReplace","public void putSpecNamesReplace(int resID, String value) {
    mSpecNamesReplace.put(resID, value);
  }","None"
"3192","Field","resID","None","None"
"3193","Field","value","None","None"
"3194","Method","putSpecNamesblock","public void putSpecNamesblock(String specName, String value) {
    Set<String> values = mSpecNamesBlock.get(specName);
    if (values == null) {
      values = new HashSet<>();
      mSpecNamesBlock.put(specName, values);
    }
    values.add(value);
  }","None"
"3195","Field","specName","None","None"
"3196","Field","value","None","None"
"3197","Field","values","None","None"
"3198","Method","getSpecNamesBlock","public Map<String, Set<String>> getSpecNamesBlock() {
    return mSpecNamesBlock;
  }","None"
"3199","Method","getName","public String getName() {
    return mName;
  }","None"
"3200","Method","toString","public String toString() {
    return mName;
  }","None"
"3201","Class","ResID","ResID","None"
"3202","Field","package_","None","None"
"3203","Field","type","None","None"
"3204","Field","entry","None","None"
"3205","Field","id","None","None"
"3206","Field","package_","None","None"
"3207","Field","type","None","None"
"3208","Field","entry","None","None"
"3209","Field","id","None","None"
"3210","Field","package_","None","None"
"3211","Field","type","None","None"
"3212","Field","entry","None","None"
"3213","Field","id","None","None"
"3214","Field","hash","None","None"
"3215","Field","obj","None","None"
"3216","Field","other","None","None"
"3217","Method","toString","public String toString() {
    return String.format(""0x%08x"", id);
  }","None"
"3218","Method","hashCode","public int hashCode() {
    int hash = 17;
    hash = 31 * hash + this.id;
    return hash;
  }","None"
"3219","Field","hash","None","None"
"3220","Method","equals","public boolean equals(Object obj) {
    if (obj == null) {
      return false;
    }
    if (getClass() != obj.getClass()) {
      return false;
    }
    final ResID other = (ResID) obj;
    if (this.id != other.id) {
      return false;
    }
    return true;
  }","None"
"3221","Field","obj","None","None"
"3222","Field","other","None","None"
"3223","Class","ResType","ResType","None"
"3224","Field","mName","None","None"
"3225","Field","mPackage","None","None"
"3226","Field","specNames","None","None"
"3227","Field","name","None","None"
"3228","Field","package_","None","None"
"3229","Field","name","None","None"
"3230","Method","getName","public String getName() {
    return mName;
  }","None"
"3231","Method","putSpecResguardName","public void putSpecResguardName(String name) throws AndrolibException {
    if (specNames.contains(name)) {
      throw new AndrolibException(String.format(
          ""spec proguard name duplicate in a singal type %s, spec name: %s\n"",
          getName(),
          name
      ));
    }
    specNames.add(name);
  }","None"
"3232","Field","name","None","None"
"3233","Method","toString","public String toString() {
    return mName;
  }","None"
"3234","Package","andresguard.tencent.com.andresguard_example","andresguard.tencent.com.andresguard_example","None"
"3235","Class","ApplicationTest","ApplicationTest","<a href=""http: d.android.com tools testing testing_android.html"">Testing Fundamentals"
"3236","Class","ExampleUnitTest","ExampleUnitTest","To work on unit tests, switch the Test Artifact in the Build Variants view"
"3237","Method","addition_isCorrect","public void addition_isCorrect() throws Exception {
    assertEquals(4, 2 + 2);
  }","None"
"3238","Class","MainActivity","MainActivity","None"
"3239","Field","savedInstanceState","None","None"
"3240","Field","toolbar","None","None"
"3241","Field","fab","None","None"
"3242","Field","view","None","None"
"3243","Field","drawer","None","None"
"3244","Field","toggle","None","None"
"3245","Field","navigationView","None","None"
"3246","Field","drawer","None","None"
"3247","Field","menu","None","None"
"3248","Field","item","None","None"
"3249","Field","id","None","None"
"3250","Field","item","None","None"
"3251","Field","id","None","None"
"3252","Field","drawer","None","None"
"3253","Method","onCreate","protected void onCreate(Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    Fabric.with(this, new Crashlytics(), new CrashlyticsNdk());

    setContentView(R.layout.activity_main);
    Toolbar toolbar = (Toolbar) findViewById(R.id.toolbar);
    setSupportActionBar(toolbar);

    FloatingActionButton fab = (FloatingActionButton) findViewById(R.id.fab);
    fab.setOnClickListener(new View.OnClickListener() {
      @Override
      public void onClick(View view) {
        Snackbar.make(view, ""Replace with your own action"", Snackbar.LENGTH_LONG).setAction(""Action"", null).show();
      }
    });

    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    ActionBarDrawerToggle toggle = new ActionBarDrawerToggle(this,
        drawer,
        toolbar,
        R.string.navigation_drawer_open,
        R.string.navigation_drawer_close
    );
    drawer.setDrawerListener(toggle);
    toggle.syncState();

    NavigationView navigationView = (NavigationView) findViewById(R.id.nav_view);
    navigationView.setNavigationItemSelectedListener(this);
  }","None"
"3254","Field","savedInstanceState","None","None"
"3255","Field","toolbar","None","None"
"3256","Field","fab","None","None"
"3257","Field","view","None","None"
"3258","Field","drawer","None","None"
"3259","Field","toggle","None","None"
"3260","Field","navigationView","None","None"
"3261","Method","onClick","public void onClick(View view) {
        Snackbar.make(view, ""Replace with your own action"", Snackbar.LENGTH_LONG).setAction(""Action"", null).show();
      }","None"
"3262","Field","view","None","None"
"3263","Method","onBackPressed","public void onBackPressed() {
    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    if (drawer.isDrawerOpen(GravityCompat.START)) {
      drawer.closeDrawer(GravityCompat.START);
    } else {
      super.onBackPressed();
    }
  }","None"
"3264","Field","drawer","None","None"
"3265","Method","onCreateOptionsMenu","public boolean onCreateOptionsMenu(Menu menu) {
    // Inflate the menu; this adds items to the action bar if it is present.
    getMenuInflater().inflate(R.menu.main, menu);
    return true;
  }","None"
"3266","Field","menu","None","None"
"3267","Method","onOptionsItemSelected","public boolean onOptionsItemSelected(MenuItem item) {
    // Handle action bar item clicks here. The action bar will
    // automatically handle clicks on the Home/Up button, so long
    // as you specify a parent activity in AndroidManifest.xml.
    int id = item.getItemId();

    if (id == R.id.action_settings) {
      return true;
    }

    return super.onOptionsItemSelected(item);
  }","None"
"3268","Field","item","None","None"
"3269","Field","id","None","None"
"3270","Method","onNavigationItemSelected","public boolean onNavigationItemSelected(MenuItem item) {
    // Handle navigation view item clicks here.
    int id = item.getItemId();

    if (id == R.id.nav_camera) {
      // Handle the camera action
    } else if (id == R.id.nav_gallery) {

    } else if (id == R.id.nav_slideshow) {

    } else if (id == R.id.nav_manage) {

    } else if (id == R.id.nav_share) {

    } else if (id == R.id.nav_send) {

    }

    DrawerLayout drawer = (DrawerLayout) findViewById(R.id.drawer_layout);
    drawer.closeDrawer(GravityCompat.START);
    return true;
  }","None"
"3271","Field","item","None","None"
"3272","Field","id","None","None"
"3273","Field","drawer","None","None"
